Title,Composer,Difficulty,Reading,Max Position,Era,status,source,pdf_path,token_path,gp_path,scorehash,xml_path,file_path
Gavotte en Rondeau,Jean-Philippe Rameau,6,3,V,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/Gavotte en Rondeau by Jean Francois Dandrieu.pdf,,,,,
"Gavotte en Rondeau (from Partita #3 for Violin, BWV 1006)",J.S. Bach,7,3,VII,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/BWV 1006a iii Gavotte En Rondeau by Johann Sebastian Bach.pdf,,,,,
"Gavotte en Rondeau from Lute Suite IV and Violin Partita III, BWV 1006",J.S. Bach,13,8,IX,Baroque,found,dada_gp,,"datasets/DadaGP-v1.1/B/Bach, Johann Sebastian/Bach, Johann Sebastian - BWV1006.gp4.tokens.txt","datasets/DadaGP-v1.1/B/Bach, Johann Sebastian/Bach, Johann Sebastian - BWV1006.gp4",,,
"Gavotte En Rondeau, BWV 995",J.S. Bach,9,5,VII,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/BWV 995 5 Gavotte I and II En Rondo by Johann Sebastian Bach.pdf,,,,,
Gavotte I and II (from 5th Cello Suite),J.S. Bach,10,6,VII,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/BWV 616 With Peace and Joy I Journey Thither by Johann Sebastian Bach.pdf,,,,,
Gavotte No. 1 (from Cello Suite No. 6); BWV 1012,J.S. Bach,9,5,VII,Baroque,found,dada_gp,,"datasets/DadaGP-v1.1/B/Bach, Johann Sebastian/Bach, Johann Sebastian - PrCluddega from Suit N-1.gp3.tokens.txt","datasets/DadaGP-v1.1/B/Bach, Johann Sebastian/Bach, Johann Sebastian - PrCluddega from Suit N-1.gp3",,,
Gavotte No. 1 (from Lute Suite No. 3); BWV 995,J.S. Bach,11,5,VII,Baroque,found,dada_gp,,"datasets/DadaGP-v1.1/B/Bach, Johann Sebastian/Bach, Johann Sebastian - Gavotte En Rondeau (From BWV 995).gp4.tokens.txt","datasets/DadaGP-v1.1/B/Bach, Johann Sebastian/Bach, Johann Sebastian - Gavotte En Rondeau (From BWV 995).gp4",,,
Gavotte No. 2 (from Cello Suite No. 6); BWV 1012,J.S. Bach,7,4,V,Baroque,found,dada_gp,,"datasets/DadaGP-v1.1/B/Bach, Johann Sebastian/Bach, Johann Sebastian - Cello Suite 1 (2).gp4.tokens.txt","datasets/DadaGP-v1.1/B/Bach, Johann Sebastian/Bach, Johann Sebastian - Cello Suite 1 (2).gp4",,,
German Dance,Ludwig van Beethoven,6,2,II,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/German Dance 2 by Ludwig van Beethoven.pdf,,,,,
Gigue,Lodovico Roncalli,7,3,VII,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/Gigue by Lodovico Roncalli.pdf,,,,,
Gigue,Johann Anton Losy von Losinthal,1,2,II,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/Gigue in A Minor by Johann Anton Logy.pdf,,,,,
"Gigue (from Suite #1 for Violoncello, BWV 1007)",J.S. Bach,6,3,V,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/BWV 1007 Gigue by Johann Sebastian Bach.pdf,,,,,
Gnossienne No. 1 (from Trois Snossiennes),Erik Satie,6,4,II,Modern,found,pdf,pdf-20260524T103936Z-3-001/pdf/Gnossienne 1 by Erik Satie.pdf,,,,,
Gnossienne No. 2,Erik Satie,7,4,IX,Modern,found,pdf,pdf-20260524T103936Z-3-001/pdf/Gnossienne 2 by Eric Satie.pdf,,,,,
Go From My Window,Anonymous,9,4,IV,Renaissance,found,pdf,pdf-20260524T103936Z-3-001/pdf/Go From My Window by Anonymous.pdf,,,,,
"Goldberg Variations, BWV 988: Aria",J.S. Bach,9,5,V,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/BWV 988 Goldberg Variation 1 by Johann Sebastian Bach.pdf,,,,,
"Goldberg Variations, BWV 988: Variatio 1",J.S. Bach,12,4,VII,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/BWV 988 Goldberg Variation 1 by Johann Sebastian Bach.zip,,,,,
"Goldberg Variations, BWV 988: Variatio 10",J.S. Bach,16,9,X,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/BWV 988 Goldberg Variations by Johann Sebastian Bach.pdf,,,,,
"Goldberg Variations, BWV 988: Variatio 11",J.S. Bach,15,7,VIII,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/bach-bwv-988-quodlibet.pdf,,,,,
"Goldberg Variations, BWV 988: Variatio 12",J.S. Bach,19,10,XII,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/bach-bwv988-prelude.pdf,,,,,
"Goldberg Variations, BWV 988: Variatio 18",J.S. Bach,11,5,V,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/BWV 988 Goldberg Variation 18 by Johann Sebastian Bach.pdf,,,,,
"Goldberg Variations, BWV 988: Variatio 19",J.S. Bach,14,9,V,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/BWV 988 Goldberg Variation 19 by Johann Sebastian Bach.zip,,,,,
"Goldberg Variations, BWV 988: Variatio 2",J.S. Bach,15,6,VIII,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/bach-goldberg-var-2.pdf,,,,,
"Goldberg Variations, BWV 988: Variatio 22",J.S. Bach,13,8,V,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/BWV 988 Goldberg Variation 22 by Johann Sebastian Bach.pdf,,,,,
"Goldberg Variations, BWV 988: Variatio 4",J.S. Bach,8,5,VII,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/BWV 988 Goldberg Variation 4 by Johann Sebastian Bach.pdf,,,,,
"Gran Sonata Eroica, Op. 150",Mauro Giuliani,15,6,All,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Grand Sonata Opus 150 by Mauro Giuliani.pdf,,,,,
Granada,Isaac Albeniz,14,8,X,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Granada by Isaac Albeniz.pdf,,,,,
Granada (Serenata) from Suite Espanola,Isaac Albeniz,13,8,XII,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 47 No 2 Granada by Issac Albeniz.pdf,,,,,
"Grand Ouverture, Op. 61",Mauro Giuliani,13,5,XII,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 61 Grand Overture by Mauro Giuliani.pdf,,,,,
"Grand Solo, Op. 14",Fernando Sor,15,6,X,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 14 Gran Solo by Fernando Sor.pdf,,,,,
"Grand Sonata, Op. 22: iii. Minuet and Trio",Fernando Sor,7,3,V,Classical,found,dada_gp,,"datasets/DadaGP-v1.1/S/Sor, Fernando/Sor, Fernando - Grand Sonata.gp4.tokens.txt","datasets/DadaGP-v1.1/S/Sor, Fernando/Sor, Fernando - Grand Sonata.gp4",,,
Grand Sonata: 1. Allegro Risoluto,Niccolo Paganini,20,8,All,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Grand Sonata by Nicolo Paganini.pdf,,,,,
Grand Sonata: 2. Allegro Risoluto: 2. Romanze,Niccolo Paganini,12,8,IX,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Romanze by Nicolo Paganini.pdf,,,,,
Grand Sonata: 3. Andantino variato,Niccolo Paganini,16,7,X,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Andantino in C by Niccolo Paganini.pdf,,,,,
Grand Vals,Francisco Tarrega,11,7,X,Romantic,found,dada_gp,,"datasets/DadaGP-v1.1/T/Tarrega, Francisco/Tarrega, Francisco - Gran Vals en La (Grand Waltz in A).gp3.tokens.txt","datasets/DadaGP-v1.1/T/Tarrega, Francisco/Tarrega, Francisco - Gran Vals en La (Grand Waltz in A).gp3",,,
"Grazioso, Op. 50 no. 23",Mauro Giuliani,5,3,V,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 50 No 23 (Etude) by Mauro Giuliani.pdf,,,,,
Greensleeves,Anonymous,5,2,III,Renaissance,found,dada_gp,,datasets/DadaGP-v1.1/A/Anonymous/Anonymous - Greensleeves (2).gp4.tokens.txt,datasets/DadaGP-v1.1/A/Anonymous/Anonymous - Greensleeves (2).gp4,,,
Guardame Las Vacas,Luis de Narvaez,7,3,V,Renaissance,found,pdf,pdf-20260524T103936Z-3-001/pdf/Guardame las Vacas by Luys de Narvaez.pdf,,,,,
Guardame las vacas,Luys de Narvaez,8,5,V,Renaissance,found,dada_gp,,datasets/DadaGP-v1.1/D/De Narvaez/De Narvaez - Guardame Las Vacas (2).gp3.tokens.txt,datasets/DadaGP-v1.1/D/De Narvaez/De Narvaez - Guardame Las Vacas (2).gp3,,,
Gymnopedie No. 1,Erik Satie,6,4,IX,Modern,found,pdf,pdf-20260524T103936Z-3-001/pdf/Gymnopedie No. 1 by Eric Satie.pdf,,,,,
Gymnopedie No. 3,Erik Satie,6,3,VII,Modern,found,pdf,pdf-20260524T103936Z-3-001/pdf/Gymnopedie 3 by Erik Satie.pdf,,,,,
Gymnopedie No. 3,Erik Satie,8,5,VII,Modern,found,pdf,pdf-20260524T103936Z-3-001/pdf/satie-gymnopedie2.pdf,,,,,
Habanera,Agustin Barrios Mandore,8,6,XIII,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/barrios-habanera.pdf,,,,,
Hark! The Herald Angels Sing,Felix Mendelssohn,4,2,III,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Hark The Herald Angels Sing by Felix Mendelssohn.pdf,,,,,
Hie folget ein welscher tantz washa mesa,Hans Neusidler,2,1,I,Renaissance,found,pdf,pdf-20260524T103936Z-3-001/pdf/Ein Tuger Welscher Tantz by Hans Newsidler.pdf,,,,,
Hommage a Tarrega: I. Garrotin,Joaquin Turina,12,7,XI,Modern,found,pdf,pdf-20260524T103936Z-3-001/pdf/Hommage A Tarrega 1 Garrotin by Joaquin Turina.pdf,,,,,
Hommage a Tarrega: II. Solearas,Joaquin Turina,11,7,VIII,Modern,found,pdf,pdf-20260524T103936Z-3-001/pdf/Hommage A Tarrega 2 Soleares by Joaquin Turina.pdf,,,,,
Hornpipe in Em,Henry Purcell,6,4,V,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/Hornpipe by Daniel Purcell.zip,,,,,
Humoresque,Agustin Barrios Mandore,7,5,XII,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/humoresque-barrios.pdf,,,,,
"In Dulci Jubilo, BWV 751",J.S. Bach,12,6,X,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/bach-bwv751.pdf,,,,,
"Jesu, Joy of Man's Desiring",J.S. Bach,3,1,III,Baroque,found,dada_gp,,"datasets/DadaGP-v1.1/B/Bach, Johann Sebastian/Bach, Johann Sebastian - Jesu, Joy Of Man's Desiring [BWV 147].gp4.tokens.txt","datasets/DadaGP-v1.1/B/Bach, Johann Sebastian/Bach, Johann Sebastian - Jesu, Joy Of Man's Desiring [BWV 147].gp4",,,
"Jesu, Joy of Man's Desiring",J. S. Bach,9,4,III,Baroque,found,dada_gp,,"datasets/DadaGP-v1.1/B/Bach, Johann Sebastian/Bach, Johann Sebastian - Jesu, Joy Of Man's Desiring.gp4.tokens.txt","datasets/DadaGP-v1.1/B/Bach, Johann Sebastian/Bach, Johann Sebastian - Jesu, Joy Of Man's Desiring.gp4",,,
"Jesu, Joy of Man's Desiring (from Cantata No. 147, ""Herz und Mund und Tat und Leben"")",J.S. Bach,6,4,III,Baroque,found,dada_gp,,"datasets/DadaGP-v1.1/B/Bach, Johann Sebastian/Bach, Johann Sebastian - Cantata BWV 147.gp3.tokens.txt","datasets/DadaGP-v1.1/B/Bach, Johann Sebastian/Bach, Johann Sebastian - Cantata BWV 147.gp3",,,
"Jesu, Joy of Man's Desiring (from Cantata No. 147)",J.S. Bach,16,7,VIII,Baroque,found,dada_gp,,"datasets/DadaGP-v1.1/B/Bach, Johann Sebastian/Bach, Johann Sebastian - Jesu, Joy Of Man_'s Desiring (2).gp4.tokens.txt","datasets/DadaGP-v1.1/B/Bach, Johann Sebastian/Bach, Johann Sebastian - Jesu, Joy Of Man_'s Desiring (2).gp4",,,
Jha che Valle,Agustin Barrios Mandore,9,6,X,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/barrios-jha-che-valle.pdf,,,,,
John Dowland's Galliard,John Dowland,5,5,V,Renaissance,found,pdf,pdf-20260524T103936Z-3-001/pdf/Dowlands Galliard by John Dowland.pdf,,,,,
Jota,Agustin Barrios Mandore,12,5,XIV,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/barrios-jota.pdf,,,,,
Julia Florida - Barcarola,Augustin Barrios Mangore,8,5,XI,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Julia Florida (Barcarola) by Augustin Barrios Mangore.pdf,,,,,
Julia Florida (Barcarola),Agustin Barrios Mandore,8,5,XI,Romantic,found,dada_gp,,"datasets/DadaGP-v1.1/B/Barrios, Agustin/Barrios Mangore, Augustin - Julia Florida - Barcarola.gp4.tokens.txt","datasets/DadaGP-v1.1/B/Barrios, Agustin/Barrios Mangore, Augustin - Julia Florida - Barcarola.gp4",,,
La Bananita (Tango),Agustin Barrios Mandore,12,6,All,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/La Bananita by Agustin Barrios.pdf,,,,,
"La Catedral - i. Preludio ""Saudade""",Agustin Barrios Mandore,9,6,XII,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/La Catedral (preludio saudade) by Augustin Barrios Mangore.pdf,,,,,
La Catedral - ii. Andante Religioso,Agustin Barrios Mandore,8,6,XI,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/La Catedral (Andante Religioso) by Augustin Barrios Mangore.pdf,,,,,
La Catedral - iii.  Allegro Solemne,Agustin Barrios Mandore,14,6,XIV,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/La Catedral (Allegro Solemne) by Augustin Barrios Mangore.pdf,,,,,
La Cavalleria de Napoles,Gaspar Sanz,3,4,VII,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/La Cavalleria de Napoles con dos Clarines by Gaspar Sanz.pdf,,,,,
La donna e mobile from 'Rigoletto',Giuseppe Verdi,8,4,VII,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/La donna e mobile by Giuseppe Verdi.pdf,,,,,
La Maja de Goya,Enrique Granados,17,9,All,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/La Maja De Goya by Enrique Granados.pdf,,,,,
La minona da Cataluna (The Girl from Catalonia),Gaspar Sanz,1,2,VII,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/La Minona de Cataluna by Gaspar Sanz.pdf,,,,,
La Muerte Del Angel (Tango),Astor Piazzolla,11,5,X,Modern,found,pdf,pdf-20260524T103936Z-3-001/pdf/Muerte Del Angel by Astor Piazzolla.pdf,,,,,
La Samaritana,Agustin Barrios Mandore,8,5,XIII,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/barrios-samaritana.pdf,,,,,
Lachrimae Pavan,John Dowland,16,8,VII,Renaissance,found,pdf,pdf-20260524T103936Z-3-001/pdf/Lachrimae Pavan by John Dowland.pdf,,,,,
Lady Hammond's Alman,John Dowland,8,4,IV,Renaissance,found,pdf,pdf-20260524T103936Z-3-001/pdf/Lady Hammonds Alman by John Dowland.pdf,,,,,
"Lady Laiton's Almain, Poulton 48",John Dowland,5,3,II,Renaissance,found,pdf,pdf-20260524T103936Z-3-001/pdf/Almain by John Dowland.pdf,,,,,
Lagrima,Francisco Tarrega,4,5,XI,Romantic,found,dada_gp,,"datasets/DadaGP-v1.1/T/Tarrega, Francisco/Tarrega, Francisco - Lagrima (2).gp3.tokens.txt","datasets/DadaGP-v1.1/T/Tarrega, Francisco/Tarrega, Francisco - Lagrima (2).gp3",,,
Lagrima,Francisco Tarrega,4,5,IX,Romantic,found,dada_gp,,"datasets/DadaGP-v1.1/T/Tarrega, Francisco/Tarrega, Francisco - Lagrima.gp3.tokens.txt","datasets/DadaGP-v1.1/T/Tarrega, Francisco/Tarrega, Francisco - Lagrima.gp3",,,gaps_v1/musicxml/Prelude 20 Lagrima by Francisco Tarrega.xml
Lagrima,Francisco Tarrega,4,4,IX,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Prelude 20 Lagrima by Francisco Tarrega.pdf,,,,,gaps_v1/musicxml/Prelude 20 Lagrima by Francisco Tarrega.xml
Lantururu,Gaspar Sanz,4,3,VII,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/Lantururu by Gaspar Sanz.pdf,,,,,
Larghetto,Matteo Carcassi,5,3,IX,Classical,found,dada_gp,,"datasets/DadaGP-v1.1/C/Carcassi, Mateo/Carcassi, Mateo - Sonatina II Larghetto.gp3.tokens.txt","datasets/DadaGP-v1.1/C/Carcassi, Mateo/Carcassi, Mateo - Sonatina II Larghetto.gp3",,,
"Larghetto, Op. 50 no. 17",Mauro Giuliani,4,3,III,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 50 No 17 by Mauro Giuliani.pdf,,,,,
Las Abejas,Agustin Barrios Mandore,10,5,X,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Las Abejas (The Bees) by Augustin Barrios Mangore.pdf,,,,,
Las Dos Hermanitas,Francisco Tarrega,9,7,X,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Las dos Hermanitas by Francisco Tarrega.pdf,,,,,gaps_v1/musicxml/Las dos Hermanitas by Francisco Tarrega.xml
Last Django in Paris,Joe Puma,7,6,X,Modern,found,dada_gp,,"datasets/DadaGP-v1.1/P/Pass, Joe/Pass, Joe - Django.gp3.tokens.txt","datasets/DadaGP-v1.1/P/Pass, Joe/Pass, Joe - Django.gp3",,,
Le Fandango,Dionisio Aguado,13,5,X,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/aguado-fandango.pdf,,,,,
Le Petit-Rien (Rondeau),Francois Couperin,8,3,V,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/Le Petit Rien by Francois Couperin.pdf,,,,,
"Les Foiles d'Espagne et un Menuet, Op. 15",Fernando Sor,9,5,IX,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 15 Variaciones Sobre Un Tema De Sor Miguel Llobet.pdf,,,,,
Les Soires d' Auteuil: ii. Scherzo,Napoleon Coste,11,7,XII,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Study 2 in C Major by Napoleon Coste.pdf,,,,,
Lesson 15: Waltz,Dionisio Aguado,2,3,II,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Etude No 15 Metodo Primera by Dionisio Aguado.pdf,,,,,
Lesson 23,Dionisio Aguado,5,4,X,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Etude No 23 Metodo Primera by Dionisio Aguado.pdf,,,,,
Lesson 24,Dionisio Aguado,4,3,VII,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Etude No 24 Metodo Primera by Dionisio Aguado.pdf,,,,,
Lesson 26,Dionisio Aguado,6,4,XI,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Etude No 26 Metodo Primera by Dionisio Aguado.pdf,,,,,
Lesson 29,Dionisio Aguado,4,4,VII,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Lesson 29 in E Minor by Dionisio Aguado.pdf,,,,,
Lesson 5 (Waltz),Dionisio Aguado,4,2,III,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Etude No 5 Metodo Primera by Dionisio Aguado.pdf,,,,,
Lesson 6,Dionisio Aguado,1,1,I,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Etude No 6 Metodo Primera by Dionisio Aguado.pdf,,,,,
"Lesson, Op. 139 no. 3",Mauro Giuliani,6,3,V,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/giuliani-op139no3.pdf,,,,,gaps_v1/musicxml/giuliani-op139no3.xml
"Lesson, Op. 31 no. 4",Fernando Sor,5,3,V,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/sor-op31-4.pdf,,,,,
"Lesson, Op. 60 no. 5",Fernando Sor,2,2,II,Classical,found,dada_gp,,"datasets/DadaGP-v1.1/S/Sor, Fernando/Sor, Fernando - Op. 60 - No 5 (study In A Minor).gp4.tokens.txt","datasets/DadaGP-v1.1/S/Sor, Fernando/Sor, Fernando - Op. 60 - No 5 (study In A Minor).gp4",,,
Leyenda,Isaac Albeniz,15,8,XI,Romantic,found,dada_gp,,"datasets/DadaGP-v1.1/A/Albeniz, Isaac/Albeniz, Isaac - Leyenda.gp3.tokens.txt","datasets/DadaGP-v1.1/A/Albeniz, Isaac/Albeniz, Isaac - Leyenda.gp3",,,
Leyenda (Asturias) from Suite Espanola,Isaac Albeniz,15,8,XI,Romantic,found,dada_gp,,"datasets/DadaGP-v1.1/A/Albeniz, Isaac/Albeniz, Isaac - Asturias.gp4.tokens.txt","datasets/DadaGP-v1.1/A/Albeniz, Isaac/Albeniz, Isaac - Asturias.gp4",,,
Leyenda de Espana,Agustin Barrios Mangore,8,6,X,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Leyenda Espana by Augustin Barrios Mangore.pdf,,,,,
Libertango,Astor Piazzolla,12,5,IX,Modern,found,pdf,pdf-20260524T103936Z-3-001/pdf/Libertango by Astor Piazzolla.pdf,,,,,gaps_v1/musicxml/Libertango by Astor Piazzolla.xml
Libra Sonatine: A. India,Roland Dyens,15,9,X,Modern,found,dada_gp,,"datasets/DadaGP-v1.1/D/Dyens, Roland/Dyens, Roland - Libra Sonatine.gp4.tokens.txt","datasets/DadaGP-v1.1/D/Dyens, Roland/Dyens, Roland - Libra Sonatine.gp4",,,
Liebestraum (Theme),Franz Liszt,5,3,II,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Liebestraum by Franz Liszt.pdf,,,,,
Little Italian Song (from Album for the Young); Op. 39 no. 15,Peter Ilyitch Tchaikovsky,7,4,IX,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 39 No 15 Italian Air by Pyotr Ilyich Tchaikovsky.pdf,,,,,
London Carape,Agustin Barrios Mandore,6,5,XII,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/london-carape-barrios.pdf,,,,,
Lord Strang's March,John Dowland,11,8,IV,Renaissance,found,pdf,pdf-20260524T103936Z-3-001/pdf/Lord Strangs March by John Dowland.pdf,,,,,
"Los Panaderos, Bolero",Julian Arcas,10,5,X,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Bolero in A Minor by Julian Arcas.pdf,,,,,
Luisito (Minueto),Agustin Barrios Mandore,7,4,VIII,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/luisito-barrios.pdf,,,,,
Lullaby,Johannes Brahms,8,5,VIII,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Lullaby (Opus 44 No 4) by Johannes Brahms.pdf,,,,,
Lute Suite No. 4: I. Prelude,Silvius Leopold Weiss,6,4,VII,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/Sonata 1719 in Dm 1 Prelude by Sylvius Leopold Weiss.pdf,,,,,
"Lute Suite, BWV 996: v. Bouree",J.S. Bach,7,3,VII,Baroque,found,dada_gp,,"datasets/DadaGP-v1.1/B/Bach, Johann Sebastian/Bach, Johann Sebastian - Bouree (From Lute suite no. 1 in E minor).gp4.tokens.txt","datasets/DadaGP-v1.1/B/Bach, Johann Sebastian/Bach, Johann Sebastian - Bouree (From Lute suite no. 1 in E minor).gp4",,,
Luz Mala,Agustin Barrios Mandore,9,6,XII,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Luz Mala (Bad Light) by Agustin Barrios Mangore.pdf,,,,,
Mabelita,Agustin Barrios Mandore,8,6,XII,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Mabelita by Augustin Barrios Mangore.pdf,,,,,
Madrecita,Agustin Barrios Mandore,7,6,XII,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/barrios-madrecita.pdf,,,,,
Madrigal (Gavota),Agustin Barrios Mandore,11,7,XII,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/barrios-madrigal.pdf,,,,,
Madronos,Federico Moreno Torroba,10,6,X,Modern,found,pdf,pdf-20260524T103936Z-3-001/pdf/Madronos by Federico Moreno Torroba.pdf,,,,,
Mallorca,Isaac Albeniz,16,9,All,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 202 Mallorca by Isaac Albeniz.pdf,,,,,
March (from the Notebook of Anna Magdalena Bach),C.P.E. Bach,7,4,VII,Baroque,found,dada_gp,,"datasets/DadaGP-v1.1/B/Bach, Johann Sebastian/Bach, Johann Sebastian - March.gp4.tokens.txt","datasets/DadaGP-v1.1/B/Bach, Johann Sebastian/Bach, Johann Sebastian - March.gp4",,,
March (Pg. 14),Matteo Carcassi,5,3,X,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 10 March by Matteo Carcassi.pdf,,,,,
Maria (Gavotta),Francisco Tarrega,12,7,All,Romantic,found,dada_gp,,"datasets/DadaGP-v1.1/T/Tarrega, Francisco/Tarrega, Francisco - Maria.gp3.tokens.txt","datasets/DadaGP-v1.1/T/Tarrega, Francisco/Tarrega, Francisco - Maria.gp3",,,
Marieta,Francisco Tarrega,8,6,X,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/tarrega-marieta.pdf,,,,,gaps_v1/musicxml/tarrega-marieta.xml
Marieta (Mazurka),Francisco Tarrega,8,7,X,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Marieta (Mazurka) by Francisco Tarrega.pdf,,,,,gaps_v1/musicxml/tarrega-marieta.xml
"Marieta, Mazurka",Francisco Tarrega,8,6,X,Romantic,found,dada_gp,,"datasets/DadaGP-v1.1/T/Tarrega, Francisco/Tarrega, Francisco - Marieta.gp3.tokens.txt","datasets/DadaGP-v1.1/T/Tarrega, Francisco/Tarrega, Francisco - Marieta.gp3",,,gaps_v1/musicxml/tarrega-marieta.xml
Matachin,Gaspar Sanz,5,3,IX,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/Matachin by Gaspar Sanz.pdf,,,,,
Maxixe,Agustin Barrios Mandore,10,5,IX,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Maxixe by Augustin Barrios Mangore.pdf,,,,,
Mazurca en sol,Francisco Tarrega,8,6,XII,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Mazurca En Sol by Francisco Tarrega.pdf,,,,,
Mazurka,Francisco Tarrega,6,6,X,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/tarrega-mazurka-g.pdf,,,,,
Mazurka Apassionata,Agustin Barrios Mandore,15,8,All,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/barrios-mazurka.pdf,,,,,
Mazurka en sol,Francisco Tarrega,7,7,X,Romantic,found,dada_gp,,"datasets/DadaGP-v1.1/T/Tarrega, Francisco/Tarrega, Francisco - Mazurka (2).gp4.tokens.txt","datasets/DadaGP-v1.1/T/Tarrega, Francisco/Tarrega, Francisco - Mazurka (2).gp4",,,
"Mazurka, Op. 67 no. 3",Frederic Chopin,5,3,III,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 67 No 3 Mazurka by Frederic Chopin.pdf,,,,,
