Title,Composer,Difficulty,Reading,Max Position,Era,status,source,pdf_path,token_path,gp_path,scorehash,xml_path,file_path,ly_path
Andantino from Op. 59,Matteo Carcassi,1,1,I,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 59 No 1 by Matteo Carcassi.pdf,,,,,,
Asturias (Leyenda) (Theme),Isaac Albeniz,8,4,VII,Romantic,found,dada_gp,,"/home/aser/programming/thesis/rubricnet/datasets/DadaGP-v1.1/A/Albeniz, Isaac/Albeniz, Isaac - Asturias.gp4.tokens.txt","/home/aser/programming/thesis/rubricnet/datasets/DadaGP-v1.1/A/Albeniz, Isaac/Albeniz, Isaac - Asturias.gp4",qV1wc,datasets/gaps_v1/musicxml/qV1wc.xml,,
"Variations on a Theme of Mozart, Op. 9",Fernando Sor,17,7,XII,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 9 Mozarts Magic Flute First Variation by Fernando Sor.pdf,,,,,gaps_v1/musicxml/sor-mozart.xml,
Andantino in E Minor,Fernando Sor,3,1,II,Classical,found,dada_gp,,"S/Sor, Fernando/Sor, Fernando - Andantino (op.60).gp3.tokens.txt",,,,,
The Squirrel's Toy,Francis Cutting,3,2,V,Renaissance,found,pdf,pdf-20260524T103936Z-3-001/pdf/The Squirrels Toy by Francis Cutting.pdf,,,,,,
Valses Poeticos: 7,Enrique Granados,16,7,All,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Valses Poeticos No 7 by Enrique Granados.pdf,,,,,,
"Andantino, Op. 44 no. 3",Fernando Sor,4,2,II,Classical,found,dada_gp,,"datasets/DadaGP-v1.1/S/Sor, Fernando/Sor, Fernando - Estudio No. 3.gp4.tokens.txt","datasets/DadaGP-v1.1/S/Sor, Fernando/Sor, Fernando - Estudio No. 3.gp4",,,,
A mi madre (Sonatina),Agustin Barrios Mangore,12,8,All,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/A Mi Madre Sonatina by Agustin Barrios Mangore.pdf,,,,,,
"The Right Honourable Robert, Earl of Essex, His Galliard",John Dowland,12,8,V,Renaissance,found,pdf,pdf-20260524T103936Z-3-001/pdf/The Right Honorable Robert Earl of Essex His Galliard by John Dowland.pdf,,,,,,
"Andantino mosso, Op. 1, part 4 no. 3",Mauro Giuliani,3,2,I,Classical,found,mutopia_midi,,,,,,/home/aser/programming/thesis/rubricnet/symbolic_data/mutopia_midi/giuliani-op1n10.mid,
Ballet,Elias Mertel,6,3,VII,Renaissance,found,pdf,pdf-20260524T103936Z-3-001/pdf/Ballet by Elias Mertel.pdf,,,,,,
Balleto,Jean-Baptiste Besard,6,3,III,Renaissance,found,pdf,pdf-20260524T103936Z-3-001/pdf/Balleto by Jean Baptiste Besard.pdf,,,,,,
Air,John Dowland,6,3,IV,Renaissance,found,dada_gp,,"datasets/DadaGP-v1.1/D/Dowland, John/Dowland, John - An air.gp3.tokens.txt","datasets/DadaGP-v1.1/D/Dowland, John/Dowland, John - An air.gp3",,,,
Tarleton's Riserrectione,John Dowland,7,6,IV,Renaissance,found,pdf,pdf-20260524T103936Z-3-001/pdf/Tarleton_s Riserrectione by John Dowland.pdf,,,,,,
Valses Poeticos - Valse No. 5,Enrique Granados,14,9,VI,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Valses Poeticos No 5 by Enrique Granados.pdf,,,,,,
"Andante Largo, Op. 5 no. 5",Fernando Sor,10,6,VII,Classical,found,mutopia_midi,,,,,,/home/aser/programming/thesis/rubricnet/symbolic_data/mutopia_midi/sor-op5-5.mid,
Valses Poeticos - Valse No. 6 Poeticos: Presto,Enrique Granados,17,8,XI,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Valses Poeticos No 6 by Enrique Granados.pdf,,,,,,
Adelita (Mazurka),Francisco Tarrega,6,7,IX,Romantic,found,dada_gp,,"/home/aser/programming/thesis/rubricnet/datasets/DadaGP-v1.1/T/Tarrega, Francisco/Tarrega, Francisco - Mazurka.gp3.tokens.txt","/home/aser/programming/thesis/rubricnet/datasets/DadaGP-v1.1/T/Tarrega, Francisco/Tarrega, Francisco - Mazurka.gp3",6Sswc,datasets/gaps_v1/musicxml/6Sswc.xml,gaps_v1/musicxml/Adelita (Mazurka) by Francisco Tarrega.xml,
"Andante, Op. 35 no. 1",Fernando Sor,1,1,I,Classical,found,dada_gp,,"S/Sor, Fernando/Sor, Fernando - Estudio 1.gp3.tokens.txt",,,,,
Adelita (Mazurca),Francisco Tarrega,6,6,IX,Romantic,found,dada_gp,,"/home/aser/programming/thesis/rubricnet/datasets/DadaGP-v1.1/T/Tarrega, Francisco/Tarrega, Francisco - Adelita.gp3.tokens.txt","/home/aser/programming/thesis/rubricnet/datasets/DadaGP-v1.1/T/Tarrega, Francisco/Tarrega, Francisco - Adelita.gp3",,,,
"Andante, Op. 35 no. 13",Fernando Sor,3,2,III,Classical,found,dada_gp,,"S/Sor, Fernando/Sor, Fernando - Etude No. 13.gp4.tokens.txt",,,,,
"Andante, Op. 44 no. 1",Fernando Sor,1,1,I,Classical,found,dada_gp,,"S/Sor, Fernando/Sor, Fernando - Andante (Op.44).gp3.tokens.txt",,,,,
"Adagio, Aria, and Fugue; BWV 992: ii. Aria",Johann Sebastian Bach,10,5,VII,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/bach-bwv992-v-aria.pdf,,,,,,
"Adagio, Aria, and Fugue; BWV 992: i. Adagio",Johann Sebastian Bach,11,6,VII,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/bach-bwv992-adagio.pdf,,,,,,
"Andante, Op. 44 no. 15",Fernando Sor,4,3,V,Classical,found,dada_gp,,"S/Sor, Fernando/Sor, Fernando - Andante (Op.44).gp3.tokens.txt",,,,,
Theme from Op. 102,Mauro Giuliani,6,4,X,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 102 Theme by Mauro Giuliani.pdf,,,,,,
The Easy Winners (Theme),Scott Joplin,6,4,VII,Modern,found,dada_gp,,"/home/aser/programming/thesis/rubricnet/datasets/DadaGP-v1.1/J/Joplin, Scott/Joplin, Scott - The Easy Winner.gp3.tokens.txt","/home/aser/programming/thesis/rubricnet/datasets/DadaGP-v1.1/J/Joplin, Scott/Joplin, Scott - The Easy Winner.gp3",,,,
Adagio from Pathetique Sonata,Ludwig van Beethoven,11,7,XII,Classical,found,dada_gp,,B/Beethoven/Beethoven - Pathetique Sonata 2nd movement.gp3.tokens.txt,,,,,
The Entertainer (Theme),Scott Joplin,5,3,III,Modern,found,dada_gp,,"/home/aser/programming/thesis/rubricnet/datasets/DadaGP-v1.1/J/Joplin, Scott/Joplin, Scott - The Entertainer.gp3.tokens.txt","/home/aser/programming/thesis/rubricnet/datasets/DadaGP-v1.1/J/Joplin, Scott/Joplin, Scott - The Entertainer.gp3",lM1wc,datasets/gaps_v1/musicxml/lM1wc.xml,gaps_v1/musicxml/joplin-entertainer.xml,
"Cadenzas, Caprices, Rondos & Preludes, Op. 100: 3. Cadenze",Mauro Giuliani,2,2,III,Classical,found,mutopia_midi,,,,,,/home/aser/programming/thesis/rubricnet/symbolic_data/mutopia_midi/GiulianiOp100No3.mid,
"Cadenzas, Caprices, Rondos & Preludes, Op. 100: 4. Cadenze",Mauro Giuliani,4,2,II,Classical,found,mutopia_midi,,,,,,/home/aser/programming/thesis/rubricnet/symbolic_data/mutopia_midi/GiulianiOp100No4.mid,
The Sick Tune,John Dowland,2,1,III,Renaissance,found,dada_gp,,"datasets/DadaGP-v1.1/D/Dowland, John/Dowland, John - The Sick Tune.gp3.tokens.txt","datasets/DadaGP-v1.1/D/Dowland, John/Dowland, John - The Sick Tune.gp3",,,,
"Cadenzas, Caprices, Rondos & Preludes, Op. 100: 6. Cadenze",Mauro Giuliani,5,2,II,Classical,found,mutopia_midi,,,,,,/home/aser/programming/thesis/rubricnet/symbolic_data/mutopia_midi/GiulianiOp100No6.mid,
"Waltz, Op. 39 no. 2",Johannes Brahms,5,3,VII,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 39 No 2 Waltz by Johannes Brahms.pdf,,,,,gaps_v1/musicxml/brahms-op39-no15.xml,
Choros,Domingo Semenzato,5,3,VII,Modern,found,dada_gp,,"S/Semenzato, Domingos/Semenzato, Domingos - Choros.gp4.tokens.txt",,,,,
Suite I: iii. Courante; BWV 996,Johann Sebastian Bach,12,8,VII,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/BWV996 Courante by Johann Sebastian Bach.pdf,,,,,,
Carora (Valse Venezolano),Antonio Lauro,14,7,All,Modern,found,dada_gp,,"datasets/DadaGP-v1.1/L/Lauro, Antonio/Lauro, Antonio - Carora (Valse Venezolano).gp4.tokens.txt","datasets/DadaGP-v1.1/L/Lauro, Antonio/Lauro, Antonio - Carora (Valse Venezolano).gp4",,,,
"Cadenzas, Caprices, Rondos & Preludes, Op. 100: 5. Cadenze",Mauro Giuliani,3,3,IV,Classical,found,mutopia_midi,,,,,,/home/aser/programming/thesis/rubricnet/symbolic_data/mutopia_midi/GiulianiOp100No5.mid,
Cinco Piezas para guitarra: I. Campero,Astor Piazzolla,12,7,All,Modern,found,pdf,pdf-20260524T103936Z-3-001/pdf/Cinco Piezas Para Guitarra I Campero by Astor Piazzolla.pdf,,,,,,
"Waltz, Op. 39 no. 9",Johannes Brahms,7,4,X,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 39 No 9 Waltz by Johannes Brahms.pdf,,,,,gaps_v1/musicxml/brahms-op39-no15.xml,
Capricho Espanol,Agustin Barrios Mangore,9,7,X,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Capricho Espanol by Agustin Barrios Mangore.pdf,,,,,,
Capricho Arabe,Francisco Tarrega,13,7,XII,Romantic,found,dada_gp,,"datasets/DadaGP-v1.1/T/Tarrega, Francisco/Tarrega, Francisco - Capricho Arabe.gp3.tokens.txt","datasets/DadaGP-v1.1/T/Tarrega, Francisco/Tarrega, Francisco - Capricho Arabe.gp3",241wc,datasets/gaps_v1/musicxml/241wc.xml,,
"Caprice, Op. 250 no. 2",Luigi Legnani,7,3,VIII,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Funf Walzer No 2 by Luigi Rinaldo Legnani.pdf,,,,,,
"Caprice, Op. 250 no. 1",Luigi Legnani,9,4,IX,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Funf Walzer No 1 by Luigi Rinaldo Legnani.pdf,,,,,,
"Caprice, Op. 20 no. 3",Luigi Legnani,6,4,VIII,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Funf Walzer No 3 by Luigi Rinaldo Legnani.pdf,,,,,gaps_v1/musicxml/opus-20-no-7-legnani.xml,
"Caprice, Op. 20 no. 28",Luigi Legnani,7,6,V,Classical,found,dada_gp,,"datasets/DadaGP-v1.1/L/Legnani, Luigi/Legnani, Luigi - Caprice No. 28.gp4.tokens.txt","datasets/DadaGP-v1.1/L/Legnani, Luigi/Legnani, Luigi - Caprice No. 28.gp4",wy1wc,datasets/gaps_v1/musicxml/wy1wc.xml,gaps_v1/musicxml/opus-20-no-7-legnani.xml,
"Caprice, Op. 20 no. 12",Luigi Legnani,8,4,IX,Classical,found,dada_gp,,"datasets/DadaGP-v1.1/L/Legnani, Luigi/Legnani, Luigi - Caprice No. 12.gp4.tokens.txt","datasets/DadaGP-v1.1/L/Legnani, Luigi/Legnani, Luigi - Caprice No. 12.gp4",,,gaps_v1/musicxml/opus-20-no-7-legnani.xml,
"Suite, BWV 1006a:  iv.  Menuett I and II",Johann Sebastian Bach,9,6,VI,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/BWV1006a Menuett by Johann Sebastian Bach.pdf,,,,,,
"Allegretto grazioso, Op. 51 no. 10",Mauro Giuliani,4,3,VIII,Classical,found,mutopia_midi,,,,,,/home/aser/programming/thesis/rubricnet/symbolic_data/mutopia_midi/giuliani-o51-10.mid,
Vals,Francisco Tarrega,8,6,IX,Romantic,found,dada_gp,,"datasets/DadaGP-v1.1/T/Tarrega, Francisco/Tarrega, Francisco - Gran Vals.gp3.tokens.txt","datasets/DadaGP-v1.1/T/Tarrega, Francisco/Tarrega, Francisco - Gran Vals.gp3",Vc1wc,datasets/gaps_v1/musicxml/Vc1wc.xml,,
"Allegro, Op. 60 no. 20",Matteo Carcassi,7,3,X,Classical,found,dada_gp,,"C/Carcassi, Mateo/Carcassi, Mateo - Allegro (op. 60, No. 20).gp4.tokens.txt",,,,,
Suite in D Minor: i. Prelude,Robert de Visee,4,2,IV,Baroque,found,dada_gp,,"D/De Visee, Robert/De Visee, Robert - Suite In Re Minore.gp3.tokens.txt",,,,,
Suite in D Minor: ii. Allemande,Robert de Visee,6,3,V,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/Lute Suite In D Minor 2 Allemande by Robert de Visee.pdf,,,,,,
Suite in D Minor: v. Gavotte,Robert de Visee,5,3,III,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/Lute Suite In D Minor 5 Gavotte by Robert de Visee.pdf,,,,,,
Suite in D Minor: vii. Bouree,Robert de Visee,4,2,III,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/Lute Suite In D Minor 4 Bouree by Robert de Visee.pdf,,,,,,
"24 Caprices, Op. 1: 5",Niccolo Paganini,20,10,All,Romantic,found,dada_gp,,"P/Paganini, Nicolo/Paganini, Nicolo - Caprice #5 .gp3.tokens.txt",,,,,
"Suite IV, BWV 1006a: i. Prelude",Johann Sebastian Bach,16,8,X,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/bach-bwv1006a-prelude.pdf,,,,,,
"Suite IV, BWV 1006a: ii. Loure",Johann Sebastian Bach,12,8,VI,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/BWV1006a Loure by Johann Sebastian Bach.pdf,,,,,,
"Allegro, Op. 100 no. 11",Mauro Giuliani,6,3,V,Classical,found,dada_gp,,"datasets/DadaGP-v1.1/G/Giuliani, Mauro/Giuliani, Mauro - Opera 100 N. 11.gp4.tokens.txt","datasets/DadaGP-v1.1/G/Giuliani, Mauro/Giuliani, Mauro - Opera 100 N. 11.gp4",7Sswc,datasets/gaps_v1/musicxml/7Sswc.xml,gaps_v1/musicxml/giuliani-opus100-no11.xml,
"Waltz, Op. 241 no. 1",Ferdinando Carulli,1,1,I,Classical,found,dada_gp,,"/home/aser/programming/thesis/rubricnet/datasets/DadaGP-v1.1/C/Carulli, Ferdinando/Carulli, Ferdinando - Opus 241 Appendice No1.gp4.tokens.txt","/home/aser/programming/thesis/rubricnet/datasets/DadaGP-v1.1/C/Carulli, Ferdinando/Carulli, Ferdinando - Opus 241 Appendice No1.gp4",,,gaps_v1/musicxml/Andantino in G Major by Ferdinando Carulli.xml,
"Allegretto, Op. 35 no. 8",Fernando Sor,4,2,IV,Classical,found,mutopia_midi,,,,,,/home/aser/programming/thesis/rubricnet/symbolic_data/mutopia_midi/sorf_op35_no8.mid,
Un Dia de Noviembre,Leo Brouwer,8,4,IX,Modern,found,dada_gp,,"datasets/DadaGP-v1.1/B/Brouwer, Leo/Brower, Leo - Un Dia De Noviembre.gp4.tokens.txt","datasets/DadaGP-v1.1/B/Brouwer, Leo/Brower, Leo - Un Dia De Noviembre.gp4",,,,
"24 Caprices, Op. 1: 24",Niccolo Paganini,19,8,All,Romantic,found,dada_gp,,"P/Paganini, Nicolo/Paganini, Nicolo - 24th Caprice.gp3.tokens.txt",,,,,
"Chaconne, BWV 1004",Johann Sebastian Bach,17,8,XII,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/BWV 1004 Ciaccona 2 by Johann Sebastian Bach.pdf,,,,,,
"Waltz, Op. 39 no. 15",Johannes Brahms,7,4,IX,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 39 No 15 Waltz by Johannes Brahms.pdf,,,,,gaps_v1/musicxml/brahms-op39-no15.xml,
Un tiempo fue Italica famosa,Joaquin Rodrigo,15,7,All,Modern,found,pdf,pdf-20260524T103936Z-3-001/pdf/Un Tiempo Fue Italica Famosa by Joaquin Rodrigo.pdf,,,,,,
Waltz,Jose Ferrer,8,6,VII,Romantic,found,dada_gp,,"datasets/DadaGP-v1.1/F/Ferrer, Jose/Ferrer, Jose - Waltz.gp4.tokens.txt","datasets/DadaGP-v1.1/F/Ferrer, Jose/Ferrer, Jose - Waltz.gp4",,,,
Una Limosna por el Amor de Dios,Agustin Barrios Mangore,12,6,All,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Una Limosnita por el Amor de Dios by Augustin Barrios Mangore.pdf,,,,,,
Caprice,Matteo Carcassi,2,2,VIII,Classical,found,dada_gp,,"datasets/DadaGP-v1.1/C/Carcassi, Mateo/Carcassi, Mateo - Caprice.gp3.tokens.txt","datasets/DadaGP-v1.1/C/Carcassi, Mateo/Carcassi, Mateo - Caprice.gp3",,,,
Trois Gymnopedies (Three Gymnopedies): No. 1,Erik Satie,5,4,III,Modern,found,dada_gp,,"datasets/DadaGP-v1.1/S/Satie, Erik/Satie, Erik - Gymnopedie No. 1.gp3.tokens.txt","datasets/DadaGP-v1.1/S/Satie, Erik/Satie, Erik - Gymnopedie No. 1.gp3",,,,
"24 Caprices, Op. 1: 2",Niccolo Paganini,19,10,All,Romantic,found,dada_gp,,"P/Paganini, Nicolo/Paganini, Nicolo - Capricce N_ 2.gp3.tokens.txt",,,,,
Cancion Del Emperador,Luys de Narvaez,7,5,VII,Renaissance,found,pdf,pdf-20260524T103936Z-3-001/pdf/Cancion Del Emperador by Luis de Narvaez.pdf,,,,,,
"Suite, BWV 996: i. Praeludio",Johann Sebastian Bach,13,6,VII,Baroque,found,dada_gp,,"B/Bach, Johann Sebastian/Bach, Johann Sebastian - Bwv 996 N-1 Suite PrCdule Presto.gp4.tokens.txt",,,,,
Canarios [in G],Gaspar Sanz,9,4,VII,Baroque,found,dada_gp,,"S/Sanz, Gaspar/Sanz, Gaspar - CANARIOS  (2).gp3.tokens.txt",,,,,
Canarios [in D],Gaspar Sanz,11,3,VII,Baroque,found,dada_gp,,"S/Sanz, Gaspar/Sanz, Gaspar - CANARIOS  (2).gp3.tokens.txt",,,,,
Canarios,Gaspar Sanz,11,3,VII,Baroque,found,dada_gp,pdf-20260524T103936Z-3-001/pdf/Canarios by Gaspar Sanz.pdf,"datasets/DadaGP-v1.1/S/Sanz, Gaspar/Sanz, Gaspar - CANARIOS  (2).gp3.tokens.txt","datasets/DadaGP-v1.1/S/Sanz, Gaspar/Sanz, Gaspar - CANARIOS  (2).gp3",,,,
"Suite, BWV 997: iii. Sarabande",Johann Sebastian Bach,8,7,VII,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/BWV997 Sarabande by Johann Sebastian Bach.pdf,,,,,,
"Cadenzas, Caprices, Rondos & Preludes, Op. 100: 9. Cadenze",Mauro Giuliani,4,3,IV,Classical,found,mutopia_midi,,,,,,/home/aser/programming/thesis/rubricnet/symbolic_data/mutopia_midi/GiulianiOp100No9.mid,
"24 Caprices, Op. 1: 1",Niccolo Paganini,20,10,All,Romantic,found,dada_gp,,"P/Paganini, Nicolo/Paganini, Nicolo - 1st Caprice.gp4.tokens.txt",,,,,
"Cadenzas, Caprices, Rondos & Preludes, Op. 100: 8. Cadenze",Mauro Giuliani,5,2,IV,Classical,found,mutopia_midi,,,,,,/home/aser/programming/thesis/rubricnet/symbolic_data/mutopia_midi/GiulianiOp100No8.mid,
Zarabanda,Gaspar Sanz,4,3,IX,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/Zarabanda by Gaspar Sanz.pdf,,,,,,
"Suite for Solo Violoncello, BWV 1009: Gigue",Johann Sebastian Bach,8,4,IV,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/bach-bwv1009-gigue.pdf,,,,,,
"Suite for Solo Violoncello, BWV 1007: Prelude",Johann Sebastian Bach,8,5,VIII,Baroque,found,dada_gp,pdf-20260524T103936Z-3-001/pdf/BWV1007 Prelude by Johann Sebastian Bach.pdf,"/home/aser/programming/thesis/rubricnet/datasets/DadaGP-v1.1/B/Bach, Johann Sebastian/Bach, Johann Sebastian - Bach Suite N0 1 BWV 1007Doig.gp4.tokens.txt","/home/aser/programming/thesis/rubricnet/datasets/DadaGP-v1.1/B/Bach, Johann Sebastian/Bach, Johann Sebastian - Bach Suite N0 1 BWV 1007Doig.gp4",,,,
"Cadenzas, Caprices, Rondos & Preludes, Op. 100: 7. Cadenze",Mauro Giuliani,4,2,III,Classical,found,mutopia_midi,,,,,,/home/aser/programming/thesis/rubricnet/symbolic_data/mutopia_midi/GiulianiOp100No7.mid,
Vals Venezolano No. 2,Antonio Lauro,9,5,VIII,Modern,found,dada_gp,,"datasets/DadaGP-v1.1/L/Lauro, Antonio/Lauro, Antonio - Andreina - Vals No 2.gp4.tokens.txt","datasets/DadaGP-v1.1/L/Lauro, Antonio/Lauro, Antonio - Andreina - Vals No 2.gp4",,,,
Cancion O Tocata,Santiago de Murcia,4,2,III,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/Cancion O Tocata by Santiago De Murcia.pdf,,,,,,
"What If a Day, a Month, or a Year",Anonymous,1,1,I,Renaissance,found,pdf,pdf-20260524T103936Z-3-001/pdf/What If A Day Or A Month Or A Year by Anonymous.pdf,,,,,,
"24 Caprices, Op. 1: 16",Niccolo Paganini,17,9,All,Romantic,found,dada_gp,,"P/Paganini, Nicolo/Paganini, Nicolo - Caprice 16.gp3.tokens.txt",,,,,
Canticum,Leo Brouwer,17,10,X,Modern,found,pdf,pdf-20260524T103936Z-3-001/pdf/Canticum by Leo Brouwer.pdf,,,,,,
Cantabile,Dionisio Aguado,2,2,II,Classical,found,dada_gp,,"datasets/DadaGP-v1.1/A/Aguado, Dionso/Aguado, Dionso - Cantabile.gp3.tokens.txt","datasets/DadaGP-v1.1/A/Aguado, Dionso/Aguado, Dionso - Cantabile.gp3",,,,
Canciones,Gaspar Sanz,1,2,II,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/Canciones by Gaspar Sanz.pdf,,,,,,
Walsingham Galliard,John Dowland,6,3,V,Renaissance,found,pdf,pdf-20260524T103936Z-3-001/pdf/Walsingham (Galliard) by John Dowland.pdf,,,,,,
Wilson's Wilde,Anonymous,2,2,II,Renaissance,found,pdf,pdf-20260524T103936Z-3-001/pdf/Wilsons Wilde by Anonymous.pdf,,,,,,
"Study, Op. 31 no. 4",Fernando Sor,5,3,V,Classical,found,dada_gp,,"/home/aser/programming/thesis/rubricnet/datasets/DadaGP-v1.1/S/Sor, Fernando/Sor, Fernando - Study In D Minor (poco Allegretto).gp4.tokens.txt",,,,,
Rosita (Polka),Francisco Tarrega,9,7,X,Romantic,found,dada_gp,,"/home/aser/programming/thesis/rubricnet/datasets/DadaGP-v1.1/T/Tarrega, Francisco/Tarrega, Francisco - Rosita.gp3.tokens.txt",,vV1wc,datasets/gaps_v1/musicxml/vV1wc.musicxml,,
"Rosita, Polka",Francisco Tarrega,9,6,XII,Romantic,found,dada_gp,,"/home/aser/programming/thesis/rubricnet/datasets/DadaGP-v1.1/T/Tarrega, Francisco/Tarrega, Francisco - Rosita.gp3.tokens.txt",,vV1wc,datasets/gaps_v1/musicxml/vV1wc.musicxml,,
