Target,Candidate,Source,Reason,Path
"J.S. Bach - Suite 3 for Cello, BWV 1009: iii. Courante","B/Bach, Johann Sebastian/Bach, Johann Sebastian - Suite No 1 BWV 1007.gp3.tokens.txt",DadaGP,Num:{'3'},"B/Bach, Johann Sebastian/Bach, Johann Sebastian - Suite No 1 BWV 1007.gp3.tokens.txt"
"J.S. Bach - Suite 3 for Cello, BWV 1009: iv. Sarabande","B/Bach, Johann Sebastian/Bach, Johann Sebastian - Air From Suite #3.gp4.tokens.txt",DadaGP,Num:{'3'},"B/Bach, Johann Sebastian/Bach, Johann Sebastian - Air From Suite #3.gp4.tokens.txt"
"J.S. Bach - Suite 3 for Cello, BWV 1009: iv. Sarabande","B/Bach, Johann Sebastian/Bach, Johann Sebastian - Bouree Cello Suite III.gp3.tokens.txt",DadaGP,Num:{'3'},"B/Bach, Johann Sebastian/Bach, Johann Sebastian - Bouree Cello Suite III.gp3.tokens.txt"
"J.S. Bach - Suite 3 for Cello, BWV 1009: iv. Sarabande","B/Bach, Johann Sebastian/Bach, Johann Sebastian - Cantata BWV 147.gp3.tokens.txt",DadaGP,Num:{'3'},"B/Bach, Johann Sebastian/Bach, Johann Sebastian - Cantata BWV 147.gp3.tokens.txt"
"J.S. Bach - Suite 3 for Cello, BWV 1009: iv. Sarabande","B/Bach, Johann Sebastian/Bach, Johann Sebastian - Cello Suite 1.gp3.tokens.txt",DadaGP,Num:{'3'},"B/Bach, Johann Sebastian/Bach, Johann Sebastian - Cello Suite 1.gp3.tokens.txt"
"J.S. Bach - Suite 3 for Cello, BWV 1009: iv. Sarabande","B/Bach, Johann Sebastian/Bach, Johann Sebastian - Fuga A 3.gp3.tokens.txt",DadaGP,Num:{'3'},"B/Bach, Johann Sebastian/Bach, Johann Sebastian - Fuga A 3.gp3.tokens.txt"
"J.S. Bach - Suite 3 for Cello, BWV 1009: iv. Sarabande","B/Bach, Johann Sebastian/Bach, Johann Sebastian - Gavotte en Rondeau (from lute suite 4) BWV 1006a.gp3.tokens.txt",DadaGP,Num:{'3'},"B/Bach, Johann Sebastian/Bach, Johann Sebastian - Gavotte en Rondeau (from lute suite 4) BWV 1006a.gp3.tokens.txt"
"J.S. Bach - Suite 3 for Cello, BWV 1009: iv. Sarabande","B/Bach, Johann Sebastian/Bach, Johann Sebastian - Inventio 3.gp3.tokens.txt",DadaGP,Num:{'3'},"B/Bach, Johann Sebastian/Bach, Johann Sebastian - Inventio 3.gp3.tokens.txt"
"J.S. Bach - Suite 3 for Cello, BWV 1009: iv. Sarabande","B/Bach, Johann Sebastian/Bach, Johann Sebastian - Invenzione a Due Voci - For 1st through 7th position..gp3.tokens.txt",DadaGP,Num:{'3'},"B/Bach, Johann Sebastian/Bach, Johann Sebastian - Invenzione a Due Voci - For 1st through 7th position..gp3.tokens.txt"
"J.S. Bach - Suite 3 for Cello, BWV 1009: iv. Sarabande","B/Bach, Johann Sebastian/Bach, Johann Sebastian - Jesu, Joy Of Man_'s Desiring, BWV 147.gp3.tokens.txt",DadaGP,Num:{'3'},"B/Bach, Johann Sebastian/Bach, Johann Sebastian - Jesu, Joy Of Man_'s Desiring, BWV 147.gp3.tokens.txt"
"J.S. Bach - Suite 3 for Cello, BWV 1009: iv. Sarabande","B/Bach, Johann Sebastian/Bach, Johann Sebastian - Minuet in G (3).gp4.tokens.txt",DadaGP,Num:{'3'},"B/Bach, Johann Sebastian/Bach, Johann Sebastian - Minuet in G (3).gp4.tokens.txt"
"J.S. Bach - Suite 3 for Cello, BWV 1009: iv. Sarabande","B/Bach, Johann Sebastian/Bach, Johann Sebastian - Orchestral Suite No. 3 In D Maj..gp3.tokens.txt",DadaGP,Num:{'3'},"B/Bach, Johann Sebastian/Bach, Johann Sebastian - Orchestral Suite No. 3 In D Maj..gp3.tokens.txt"
"J.S. Bach - Suite 3 for Cello, BWV 1009: iv. Sarabande","B/Bach, Johann Sebastian/Bach, Johann Sebastian - Prelude from Suite #1 in D Major.gp3.tokens.txt",DadaGP,Num:{'3'},"B/Bach, Johann Sebastian/Bach, Johann Sebastian - Prelude from Suite #1 in D Major.gp3.tokens.txt"
"J.S. Bach - Suite 3 for Cello, BWV 1009: iv. Sarabande","B/Bach, Johann Sebastian/Bach, Johann Sebastian - Sarabande (From Cello Suite I [BWV 1007]).gp4.tokens.txt",DadaGP,Words:4/8,"B/Bach, Johann Sebastian/Bach, Johann Sebastian - Sarabande (From Cello Suite I [BWV 1007]).gp4.tokens.txt"
"J.S. Bach - Suite 3 for Cello, BWV 1009: iv. Sarabande","B/Bach, Johann Sebastian/Bach, Johann Sebastian - Sarabande from Partita in Bm for Violin.gp3.tokens.txt",DadaGP,Num:{'3'},"B/Bach, Johann Sebastian/Bach, Johann Sebastian - Sarabande from Partita in Bm for Violin.gp3.tokens.txt"
"J.S. Bach - Suite 3 for Cello, BWV 1009: iv. Sarabande","B/Bach, Johann Sebastian/Bach, Johann Sebastian - Suite #1 in G Major (Bass Solo).gp3.tokens.txt",DadaGP,Num:{'3'},"B/Bach, Johann Sebastian/Bach, Johann Sebastian - Suite #1 in G Major (Bass Solo).gp3.tokens.txt"
"J.S. Bach - Suite 3 for Cello, BWV 1009: iv. Sarabande","B/Bach, Johann Sebastian/Bach, Johann Sebastian - Suite 1 in G Major (Bass Solo).gp3.tokens.txt",DadaGP,Num:{'3'},"B/Bach, Johann Sebastian/Bach, Johann Sebastian - Suite 1 in G Major (Bass Solo).gp3.tokens.txt"
"J.S. Bach - Suite 3 for Cello, BWV 1009: iv. Sarabande","B/Bach, Johann Sebastian/Bach, Johann Sebastian - Suite No 1 BWV 1007.gp3.tokens.txt",DadaGP,Num:{'3'},"B/Bach, Johann Sebastian/Bach, Johann Sebastian - Suite No 1 BWV 1007.gp3.tokens.txt"
"J.S. Bach - Suite 3 for Cello, BWV 1009: v. Bouree I & II","B/Bach, Johann Sebastian/Bach, Johann Sebastian - Air From Suite #3.gp4.tokens.txt",DadaGP,Num:{'3'},"B/Bach, Johann Sebastian/Bach, Johann Sebastian - Air From Suite #3.gp4.tokens.txt"
"J.S. Bach - Suite 3 for Cello, BWV 1009: v. Bouree I & II","B/Bach, Johann Sebastian/Bach, Johann Sebastian - Bouree Cello Suite III.gp3.tokens.txt",DadaGP,Num:{'3'},"B/Bach, Johann Sebastian/Bach, Johann Sebastian - Bouree Cello Suite III.gp3.tokens.txt"
"J.S. Bach - Suite 3 for Cello, BWV 1009: v. Bouree I & II","B/Bach, Johann Sebastian/Bach, Johann Sebastian - Bouree.gp3.tokens.txt",DadaGP,Num:{'3'},"B/Bach, Johann Sebastian/Bach, Johann Sebastian - Bouree.gp3.tokens.txt"
"J.S. Bach - Suite 3 for Cello, BWV 1009: v. Bouree I & II","B/Bach, Johann Sebastian/Bach, Johann Sebastian - Cantata BWV 147.gp3.tokens.txt",DadaGP,Num:{'3'},"B/Bach, Johann Sebastian/Bach, Johann Sebastian - Cantata BWV 147.gp3.tokens.txt"
"J.S. Bach - Suite 3 for Cello, BWV 1009: v. Bouree I & II","B/Bach, Johann Sebastian/Bach, Johann Sebastian - Cello Suite 1.gp3.tokens.txt",DadaGP,Num:{'3'},"B/Bach, Johann Sebastian/Bach, Johann Sebastian - Cello Suite 1.gp3.tokens.txt"
"J.S. Bach - Suite 3 for Cello, BWV 1009: v. Bouree I & II","B/Bach, Johann Sebastian/Bach, Johann Sebastian - Fuga A 3.gp3.tokens.txt",DadaGP,Num:{'3'},"B/Bach, Johann Sebastian/Bach, Johann Sebastian - Fuga A 3.gp3.tokens.txt"
"J.S. Bach - Suite 3 for Cello, BWV 1009: v. Bouree I & II","B/Bach, Johann Sebastian/Bach, Johann Sebastian - Gavotte en Rondeau (from lute suite 4) BWV 1006a.gp3.tokens.txt",DadaGP,Num:{'3'},"B/Bach, Johann Sebastian/Bach, Johann Sebastian - Gavotte en Rondeau (from lute suite 4) BWV 1006a.gp3.tokens.txt"
"J.S. Bach - Suite 3 for Cello, BWV 1009: v. Bouree I & II","B/Bach, Johann Sebastian/Bach, Johann Sebastian - Inventio 3.gp3.tokens.txt",DadaGP,Num:{'3'},"B/Bach, Johann Sebastian/Bach, Johann Sebastian - Inventio 3.gp3.tokens.txt"
"J.S. Bach - Suite 3 for Cello, BWV 1009: v. Bouree I & II","B/Bach, Johann Sebastian/Bach, Johann Sebastian - Invenzione a Due Voci - For 1st through 7th position..gp3.tokens.txt",DadaGP,Num:{'3'},"B/Bach, Johann Sebastian/Bach, Johann Sebastian - Invenzione a Due Voci - For 1st through 7th position..gp3.tokens.txt"
"J.S. Bach - Suite 3 for Cello, BWV 1009: v. Bouree I & II","B/Bach, Johann Sebastian/Bach, Johann Sebastian - Jesu, Joy Of Man_'s Desiring, BWV 147.gp3.tokens.txt",DadaGP,Num:{'3'},"B/Bach, Johann Sebastian/Bach, Johann Sebastian - Jesu, Joy Of Man_'s Desiring, BWV 147.gp3.tokens.txt"
"J.S. Bach - Suite 3 for Cello, BWV 1009: v. Bouree I & II","B/Bach, Johann Sebastian/Bach, Johann Sebastian - Minuet in G (3).gp4.tokens.txt",DadaGP,Num:{'3'},"B/Bach, Johann Sebastian/Bach, Johann Sebastian - Minuet in G (3).gp4.tokens.txt"
"J.S. Bach - Suite 3 for Cello, BWV 1009: v. Bouree I & II","B/Bach, Johann Sebastian/Bach, Johann Sebastian - Orchestral Suite No. 3 In D Maj..gp3.tokens.txt",DadaGP,Num:{'3'},"B/Bach, Johann Sebastian/Bach, Johann Sebastian - Orchestral Suite No. 3 In D Maj..gp3.tokens.txt"
"J.S. Bach - Suite 3 for Cello, BWV 1009: v. Bouree I & II","B/Bach, Johann Sebastian/Bach, Johann Sebastian - Prelude from Suite #1 in D Major.gp3.tokens.txt",DadaGP,Num:{'3'},"B/Bach, Johann Sebastian/Bach, Johann Sebastian - Prelude from Suite #1 in D Major.gp3.tokens.txt"
"J.S. Bach - Suite 3 for Cello, BWV 1009: v. Bouree I & II","B/Bach, Johann Sebastian/Bach, Johann Sebastian - Sarabande (From Cello Suite I [BWV 1007]).gp4.tokens.txt",DadaGP,Words:4/10,"B/Bach, Johann Sebastian/Bach, Johann Sebastian - Sarabande (From Cello Suite I [BWV 1007]).gp4.tokens.txt"
"J.S. Bach - Suite 3 for Cello, BWV 1009: v. Bouree I & II","B/Bach, Johann Sebastian/Bach, Johann Sebastian - Sarabande from Partita in Bm for Violin.gp3.tokens.txt",DadaGP,Num:{'3'},"B/Bach, Johann Sebastian/Bach, Johann Sebastian - Sarabande from Partita in Bm for Violin.gp3.tokens.txt"
"J.S. Bach - Suite 3 for Cello, BWV 1009: v. Bouree I & II","B/Bach, Johann Sebastian/Bach, Johann Sebastian - Suite #1 in G Major (Bass Solo).gp3.tokens.txt",DadaGP,Num:{'3'},"B/Bach, Johann Sebastian/Bach, Johann Sebastian - Suite #1 in G Major (Bass Solo).gp3.tokens.txt"
"J.S. Bach - Suite 3 for Cello, BWV 1009: v. Bouree I & II","B/Bach, Johann Sebastian/Bach, Johann Sebastian - Suite 1 in G Major (Bass Solo).gp3.tokens.txt",DadaGP,Num:{'3'},"B/Bach, Johann Sebastian/Bach, Johann Sebastian - Suite 1 in G Major (Bass Solo).gp3.tokens.txt"
"J.S. Bach - Suite 3 for Cello, BWV 1009: v. Bouree I & II","B/Bach, Johann Sebastian/Bach, Johann Sebastian - Suite No 1 BWV 1007.gp3.tokens.txt",DadaGP,Num:{'3'},"B/Bach, Johann Sebastian/Bach, Johann Sebastian - Suite No 1 BWV 1007.gp3.tokens.txt"
"J.S. Bach - Suite 3 for Cello, BWV 1009: vi. Gigue","B/Bach, Johann Sebastian/Bach, Johann Sebastian - Air From Suite #3.gp4.tokens.txt",DadaGP,Num:{'3'},"B/Bach, Johann Sebastian/Bach, Johann Sebastian - Air From Suite #3.gp4.tokens.txt"
"J.S. Bach - Suite 3 for Cello, BWV 1009: vi. Gigue","B/Bach, Johann Sebastian/Bach, Johann Sebastian - Bouree Cello Suite III.gp3.tokens.txt",DadaGP,Num:{'3'},"B/Bach, Johann Sebastian/Bach, Johann Sebastian - Bouree Cello Suite III.gp3.tokens.txt"
"J.S. Bach - Suite 3 for Cello, BWV 1009: vi. Gigue","B/Bach, Johann Sebastian/Bach, Johann Sebastian - Cantata BWV 147.gp3.tokens.txt",DadaGP,Num:{'3'},"B/Bach, Johann Sebastian/Bach, Johann Sebastian - Cantata BWV 147.gp3.tokens.txt"
"J.S. Bach - Suite 3 for Cello, BWV 1009: vi. Gigue","B/Bach, Johann Sebastian/Bach, Johann Sebastian - Cello Suite 1.gp3.tokens.txt",DadaGP,Num:{'3'},"B/Bach, Johann Sebastian/Bach, Johann Sebastian - Cello Suite 1.gp3.tokens.txt"
"J.S. Bach - Suite 3 for Cello, BWV 1009: vi. Gigue","B/Bach, Johann Sebastian/Bach, Johann Sebastian - Fuga A 3.gp3.tokens.txt",DadaGP,Num:{'3'},"B/Bach, Johann Sebastian/Bach, Johann Sebastian - Fuga A 3.gp3.tokens.txt"
"J.S. Bach - Suite 3 for Cello, BWV 1009: vi. Gigue","B/Bach, Johann Sebastian/Bach, Johann Sebastian - Gavotte en Rondeau (from lute suite 4) BWV 1006a.gp3.tokens.txt",DadaGP,Num:{'3'},"B/Bach, Johann Sebastian/Bach, Johann Sebastian - Gavotte en Rondeau (from lute suite 4) BWV 1006a.gp3.tokens.txt"
"J.S. Bach - Suite 3 for Cello, BWV 1009: vi. Gigue","B/Bach, Johann Sebastian/Bach, Johann Sebastian - Gigue (Acoustic Guitar Version).gp3.tokens.txt",DadaGP,Num:{'3'},"B/Bach, Johann Sebastian/Bach, Johann Sebastian - Gigue (Acoustic Guitar Version).gp3.tokens.txt"
"J.S. Bach - Suite 3 for Cello, BWV 1009: vi. Gigue","B/Bach, Johann Sebastian/Bach, Johann Sebastian - Inventio 3.gp3.tokens.txt",DadaGP,Num:{'3'},"B/Bach, Johann Sebastian/Bach, Johann Sebastian - Inventio 3.gp3.tokens.txt"
"J.S. Bach - Suite 3 for Cello, BWV 1009: vi. Gigue","B/Bach, Johann Sebastian/Bach, Johann Sebastian - Invenzione a Due Voci - For 1st through 7th position..gp3.tokens.txt",DadaGP,Num:{'3'},"B/Bach, Johann Sebastian/Bach, Johann Sebastian - Invenzione a Due Voci - For 1st through 7th position..gp3.tokens.txt"
"J.S. Bach - Suite 3 for Cello, BWV 1009: vi. Gigue","B/Bach, Johann Sebastian/Bach, Johann Sebastian - Jesu, Joy Of Man_'s Desiring, BWV 147.gp3.tokens.txt",DadaGP,Num:{'3'},"B/Bach, Johann Sebastian/Bach, Johann Sebastian - Jesu, Joy Of Man_'s Desiring, BWV 147.gp3.tokens.txt"
"J.S. Bach - Suite 3 for Cello, BWV 1009: vi. Gigue","B/Bach, Johann Sebastian/Bach, Johann Sebastian - Minuet in G (3).gp4.tokens.txt",DadaGP,Num:{'3'},"B/Bach, Johann Sebastian/Bach, Johann Sebastian - Minuet in G (3).gp4.tokens.txt"
"J.S. Bach - Suite 3 for Cello, BWV 1009: vi. Gigue","B/Bach, Johann Sebastian/Bach, Johann Sebastian - Orchestral Suite No. 3 In D Maj..gp3.tokens.txt",DadaGP,Num:{'3'},"B/Bach, Johann Sebastian/Bach, Johann Sebastian - Orchestral Suite No. 3 In D Maj..gp3.tokens.txt"
"J.S. Bach - Suite 3 for Cello, BWV 1009: vi. Gigue","B/Bach, Johann Sebastian/Bach, Johann Sebastian - Prelude from Suite #1 in D Major.gp3.tokens.txt",DadaGP,Num:{'3'},"B/Bach, Johann Sebastian/Bach, Johann Sebastian - Prelude from Suite #1 in D Major.gp3.tokens.txt"
"J.S. Bach - Suite 3 for Cello, BWV 1009: vi. Gigue","B/Bach, Johann Sebastian/Bach, Johann Sebastian - Sarabande from Partita in Bm for Violin.gp3.tokens.txt",DadaGP,Num:{'3'},"B/Bach, Johann Sebastian/Bach, Johann Sebastian - Sarabande from Partita in Bm for Violin.gp3.tokens.txt"
"J.S. Bach - Suite 3 for Cello, BWV 1009: vi. Gigue","B/Bach, Johann Sebastian/Bach, Johann Sebastian - Suite #1 in G Major (Bass Solo).gp3.tokens.txt",DadaGP,Num:{'3'},"B/Bach, Johann Sebastian/Bach, Johann Sebastian - Suite #1 in G Major (Bass Solo).gp3.tokens.txt"
"J.S. Bach - Suite 3 for Cello, BWV 1009: vi. Gigue","B/Bach, Johann Sebastian/Bach, Johann Sebastian - Suite 1 in G Major (Bass Solo).gp3.tokens.txt",DadaGP,Num:{'3'},"B/Bach, Johann Sebastian/Bach, Johann Sebastian - Suite 1 in G Major (Bass Solo).gp3.tokens.txt"
"J.S. Bach - Suite 3 for Cello, BWV 1009: vi. Gigue","B/Bach, Johann Sebastian/Bach, Johann Sebastian - Suite No 1 BWV 1007.gp3.tokens.txt",DadaGP,Num:{'3'},"B/Bach, Johann Sebastian/Bach, Johann Sebastian - Suite No 1 BWV 1007.gp3.tokens.txt"
"J.S. Bach - Suite 4 for Cello, BWV 1010: ii. Allemande","B/Bach, Johann Sebastian/Bach, Johann Sebastian - Air From Suite #3.gp4.tokens.txt",DadaGP,Num:{'4'},"B/Bach, Johann Sebastian/Bach, Johann Sebastian - Air From Suite #3.gp4.tokens.txt"
"J.S. Bach - Suite 4 for Cello, BWV 1010: ii. Allemande","B/Bach, Johann Sebastian/Bach, Johann Sebastian - Allemande From Partita No. 2 In D Minor.gp4.tokens.txt",DadaGP,Num:{'4'},"B/Bach, Johann Sebastian/Bach, Johann Sebastian - Allemande From Partita No. 2 In D Minor.gp4.tokens.txt"
"J.S. Bach - Suite 4 for Cello, BWV 1010: ii. Allemande","B/Bach, Johann Sebastian/Bach, Johann Sebastian - Bach Suite N0 1 BWV 1007Doig.gp4.tokens.txt",DadaGP,Num:{'4'},"B/Bach, Johann Sebastian/Bach, Johann Sebastian - Bach Suite N0 1 BWV 1007Doig.gp4.tokens.txt"
"J.S. Bach - Suite 4 for Cello, BWV 1010: ii. Allemande","B/Bach, Johann Sebastian/Bach, Johann Sebastian - Badinerie (Joke In H-Moll From Sonata #4) - Rearranged For (Art) Rock Band.gp4.tokens.txt",DadaGP,Num:{'4'},"B/Bach, Johann Sebastian/Bach, Johann Sebastian - Badinerie (Joke In H-Moll From Sonata #4) - Rearranged For (Art) Rock Band.gp4.tokens.txt"
"J.S. Bach - Suite 4 for Cello, BWV 1010: ii. Allemande","B/Bach, Johann Sebastian/Bach, Johann Sebastian - Bouree (From Lute suite no. 1 in E minor).gp4.tokens.txt",DadaGP,Num:{'4'},"B/Bach, Johann Sebastian/Bach, Johann Sebastian - Bouree (From Lute suite no. 1 in E minor).gp4.tokens.txt"
"J.S. Bach - Suite 4 for Cello, BWV 1010: ii. Allemande","B/Bach, Johann Sebastian/Bach, Johann Sebastian - Bwv 515.gp4.tokens.txt",DadaGP,Num:{'4'},"B/Bach, Johann Sebastian/Bach, Johann Sebastian - Bwv 515.gp4.tokens.txt"
"J.S. Bach - Suite 4 for Cello, BWV 1010: ii. Allemande","B/Bach, Johann Sebastian/Bach, Johann Sebastian - Bwv 996 N-1 Suite PrCdule Presto.gp4.tokens.txt",DadaGP,Num:{'4'},"B/Bach, Johann Sebastian/Bach, Johann Sebastian - Bwv 996 N-1 Suite PrCdule Presto.gp4.tokens.txt"
"J.S. Bach - Suite 4 for Cello, BWV 1010: ii. Allemande","B/Bach, Johann Sebastian/Bach, Johann Sebastian - Cello Suite 1 (2).gp4.tokens.txt",DadaGP,Num:{'4'},"B/Bach, Johann Sebastian/Bach, Johann Sebastian - Cello Suite 1 (2).gp4.tokens.txt"
"J.S. Bach - Suite 4 for Cello, BWV 1010: ii. Allemande","B/Bach, Johann Sebastian/Bach, Johann Sebastian - Fugue (G-Moll) BWV 1000.gp4.tokens.txt",DadaGP,Num:{'4'},"B/Bach, Johann Sebastian/Bach, Johann Sebastian - Fugue (G-Moll) BWV 1000.gp4.tokens.txt"
"J.S. Bach - Suite 4 for Cello, BWV 1010: ii. Allemande","B/Bach, Johann Sebastian/Bach, Johann Sebastian - Gavotte En Rondeau (From BWV 995).gp4.tokens.txt",DadaGP,Num:{'4'},"B/Bach, Johann Sebastian/Bach, Johann Sebastian - Gavotte En Rondeau (From BWV 995).gp4.tokens.txt"
"J.S. Bach - Suite 4 for Cello, BWV 1010: ii. Allemande","B/Bach, Johann Sebastian/Bach, Johann Sebastian - Gavotte en Rondeau (from lute suite 4) BWV 1006a.gp3.tokens.txt",DadaGP,Num:{'4'},"B/Bach, Johann Sebastian/Bach, Johann Sebastian - Gavotte en Rondeau (from lute suite 4) BWV 1006a.gp3.tokens.txt"
"J.S. Bach - Suite 4 for Cello, BWV 1010: ii. Allemande","B/Bach, Johann Sebastian/Bach, Johann Sebastian - Gigue (From Lute Suite No. 2).gp4.tokens.txt",DadaGP,Num:{'4'},"B/Bach, Johann Sebastian/Bach, Johann Sebastian - Gigue (From Lute Suite No. 2).gp4.tokens.txt"
"J.S. Bach - Suite 4 for Cello, BWV 1010: ii. Allemande","B/Bach, Johann Sebastian/Bach, Johann Sebastian - Invention N-4 part 1.gp3.tokens.txt",DadaGP,Num:{'4'},"B/Bach, Johann Sebastian/Bach, Johann Sebastian - Invention N-4 part 1.gp3.tokens.txt"
"J.S. Bach - Suite 4 for Cello, BWV 1010: ii. Allemande","B/Bach, Johann Sebastian/Bach, Johann Sebastian - Jesu, Joy Of Man's Desiring [BWV 147].gp4.tokens.txt",DadaGP,Num:{'4'},"B/Bach, Johann Sebastian/Bach, Johann Sebastian - Jesu, Joy Of Man's Desiring [BWV 147].gp4.tokens.txt"
"J.S. Bach - Suite 4 for Cello, BWV 1010: ii. Allemande","B/Bach, Johann Sebastian/Bach, Johann Sebastian - Menuet 1are suite violoncelle rC mineur.gp4.tokens.txt",DadaGP,Num:{'4'},"B/Bach, Johann Sebastian/Bach, Johann Sebastian - Menuet 1are suite violoncelle rC mineur.gp4.tokens.txt"
"J.S. Bach - Suite 4 for Cello, BWV 1010: ii. Allemande","B/Bach, Johann Sebastian/Bach, Johann Sebastian - Praludium #4.gp3.tokens.txt",DadaGP,Num:{'4'},"B/Bach, Johann Sebastian/Bach, Johann Sebastian - Praludium #4.gp3.tokens.txt"
"J.S. Bach - Suite 4 for Cello, BWV 1010: ii. Allemande","B/Bach, Johann Sebastian/Bach, Johann Sebastian - Prelude - Bwv 999.gp4.tokens.txt",DadaGP,Num:{'4'},"B/Bach, Johann Sebastian/Bach, Johann Sebastian - Prelude - Bwv 999.gp4.tokens.txt"
"J.S. Bach - Suite 4 for Cello, BWV 1010: ii. Allemande","B/Bach, Johann Sebastian/Bach, Johann Sebastian - Prelude In E From 4th Lute Suite.gp4.tokens.txt",DadaGP,Num:{'4'},"B/Bach, Johann Sebastian/Bach, Johann Sebastian - Prelude In E From 4th Lute Suite.gp4.tokens.txt"
"J.S. Bach - Suite 4 for Cello, BWV 1010: ii. Allemande","B/Bach, Johann Sebastian/Bach, Johann Sebastian - Sarabande (From Cello Suite I [BWV 1007]).gp4.tokens.txt",DadaGP,Num:{'4'},"B/Bach, Johann Sebastian/Bach, Johann Sebastian - Sarabande (From Cello Suite I [BWV 1007]).gp4.tokens.txt"
"J.S. Bach - Suite 4 for Cello, BWV 1010: ii. Allemande","B/Bach, Johann Sebastian/Bach, Johann Sebastian - Sarabande - Bwv 1002.gp4.tokens.txt",DadaGP,Num:{'4'},"B/Bach, Johann Sebastian/Bach, Johann Sebastian - Sarabande - Bwv 1002.gp4.tokens.txt"
"J.S. Bach - Suite 4 for Cello, BWV 1010: ii. Allemande","B/Bach, Johann Sebastian/Bach, Johann Sebastian - Sarabande - Bwv 997.gp4.tokens.txt",DadaGP,Num:{'4'},"B/Bach, Johann Sebastian/Bach, Johann Sebastian - Sarabande - Bwv 997.gp4.tokens.txt"
"J.S. Bach - Suite 4 for Cello, BWV 1010: ii. Allemande","B/Bach, Johann Sebastian/Bach, Johann Sebastian - Second Violin Sonata in a-minor. BWV 1003 - allegro.gp4.tokens.txt",DadaGP,Num:{'4'},"B/Bach, Johann Sebastian/Bach, Johann Sebastian - Second Violin Sonata in a-minor. BWV 1003 - allegro.gp4.tokens.txt"
"J.S. Bach - Suite 4 for Cello, BWV 1010: ii. Allemande","B/Bach, Johann Sebastian/Bach, Johann Sebastian - Toccata & Fugue In Dm Bwv 565 (Metal Version).gp4.tokens.txt",DadaGP,Num:{'4'},"B/Bach, Johann Sebastian/Bach, Johann Sebastian - Toccata & Fugue In Dm Bwv 565 (Metal Version).gp4.tokens.txt"
"J.S. Bach - Suite 4 for Cello, BWV 1010: ii. Allemande","B/Bach, Johann Sebastian/Bach, Johann Sebastian - Toccata And Fugue (Bwv 565).gp4.tokens.txt",DadaGP,Num:{'4'},"B/Bach, Johann Sebastian/Bach, Johann Sebastian - Toccata And Fugue (Bwv 565).gp4.tokens.txt"
"J.S. Bach - Suite 4 for Cello, BWV 1010: ii. Allemande","B/Bach, Johann Sebastian/Bach, Johann Sebastian - Violin Sonata No 1 In Gm  Fugue Bwv 1001.gp4.tokens.txt",DadaGP,Num:{'4'},"B/Bach, Johann Sebastian/Bach, Johann Sebastian - Violin Sonata No 1 In Gm  Fugue Bwv 1001.gp4.tokens.txt"
"J.S. Bach - Suite 4 for Cello, BWV 1010: iii.  Courante","B/Bach, Johann Sebastian/Bach, Johann Sebastian - Air From Suite #3.gp4.tokens.txt",DadaGP,Num:{'4'},"B/Bach, Johann Sebastian/Bach, Johann Sebastian - Air From Suite #3.gp4.tokens.txt"
"J.S. Bach - Suite 4 for Cello, BWV 1010: iii.  Courante","B/Bach, Johann Sebastian/Bach, Johann Sebastian - Bach Suite N0 1 BWV 1007Doig.gp4.tokens.txt",DadaGP,Num:{'4'},"B/Bach, Johann Sebastian/Bach, Johann Sebastian - Bach Suite N0 1 BWV 1007Doig.gp4.tokens.txt"
"J.S. Bach - Suite 4 for Cello, BWV 1010: iii.  Courante","B/Bach, Johann Sebastian/Bach, Johann Sebastian - Badinerie (Joke In H-Moll From Sonata #4) - Rearranged For (Art) Rock Band.gp4.tokens.txt",DadaGP,Num:{'4'},"B/Bach, Johann Sebastian/Bach, Johann Sebastian - Badinerie (Joke In H-Moll From Sonata #4) - Rearranged For (Art) Rock Band.gp4.tokens.txt"
"J.S. Bach - Suite 4 for Cello, BWV 1010: iii.  Courante","B/Bach, Johann Sebastian/Bach, Johann Sebastian - Bouree (From Lute suite no. 1 in E minor).gp4.tokens.txt",DadaGP,Num:{'4'},"B/Bach, Johann Sebastian/Bach, Johann Sebastian - Bouree (From Lute suite no. 1 in E minor).gp4.tokens.txt"
"J.S. Bach - Suite 4 for Cello, BWV 1010: iii.  Courante","B/Bach, Johann Sebastian/Bach, Johann Sebastian - Bwv 515.gp4.tokens.txt",DadaGP,Num:{'4'},"B/Bach, Johann Sebastian/Bach, Johann Sebastian - Bwv 515.gp4.tokens.txt"
"J.S. Bach - Suite 4 for Cello, BWV 1010: iii.  Courante","B/Bach, Johann Sebastian/Bach, Johann Sebastian - Bwv 996 N-1 Suite PrCdule Presto.gp4.tokens.txt",DadaGP,Num:{'4'},"B/Bach, Johann Sebastian/Bach, Johann Sebastian - Bwv 996 N-1 Suite PrCdule Presto.gp4.tokens.txt"
"J.S. Bach - Suite 4 for Cello, BWV 1010: iii.  Courante","B/Bach, Johann Sebastian/Bach, Johann Sebastian - Cello Suite 1 (2).gp4.tokens.txt",DadaGP,Num:{'4'},"B/Bach, Johann Sebastian/Bach, Johann Sebastian - Cello Suite 1 (2).gp4.tokens.txt"
